city,state,text,totalScore,cleaned_review,sentiment_score,sentiment
Kabupaten Pacitan,Jawa Timur,Keagungan Tuhan telah menciptakan berbagai keajaiban dunia,4.4,keagungan tuhan menciptakan keajaiban dunia,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Mampir perjalanan ke Mojokerto.
- Goanya bagus
- Petugas di pintu depan langsung mengarahkan utk parkir mobil & arah masuk
- Pemandunya amat sangat membantu saat berada di dlm goa (ada bayar jasa tapi murah banget)
- Ada sewa senter (nggak mahal)
- Ada air dlm sendang yg bisa diambil & dibawa pulang",4.4,mampir perjalanan mojokerto goanya bagus petugas pintu langsung mengarahkan utk parkir mobil arah masuk pemandunya membantu dlm goa bayar jasa murah banget sewa senter nggak mahal air dlm sendang yg diambil dibawa pulang,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Suka banget dengan tempatnya. Bagus. Tour guide ramah. Harga tiket masuk murah,4.4,suka banget tempatnya bagus tour guide ramah harga tiket masuk murah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Agak heking setitik muju ktmpat ini  ada sih ojek dri parkiran ke pintu masuk brbayar. Kita masuk goa gong 1 orgnya 20k, ada toyrguide brbayar, ada sewa senter dan ada yg bsa foto cetak. Masuk goa pnuh selaktit yg sudah dtmbak dgn lampu warna warni kreatif sih dan kita g kpanasan krna dbantu sma kipas dstiap sudut. Knp goa gong ktna ada batu yg klw di tabuh ngeluarin suaraa gong yg brgema nnti dtunjukin pas kita udh sampai dbatunya. Must try!!!",4.4,heking setitik muju ktmpat sih ojek dri parkiran pintu masuk brbayar masuk goa gong 1 orgnya 20k toyrguide brbayar sewa senter yg bsa foto cetak masuk goa pnuh selaktit yg dtmbak dgn lampu warna warni kreatif sih g kpanasan krna dbantu sma kipas dstiap sudut knp goa gong ktna batu yg klw tabuh ngeluarin suaraa gong yg brgema nnti dtunjukin pas udh dbatunya must try,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus, tapi gerah banget ternyata di dalam goa nya🙈",4.4,bagus gerah banget goa nya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"tempatnya bagus, pelayanan ny ramah cuma sayang kesana pas hujan deras jadi gak bisa fokus menikmati keindahan gua gong,, btw itu baru permukaan nya aja sebenernya masih ada sktr 600 m lagi turun ke bawah dari bibir gua berhubung saat itu pas hujan deras jadi cukup sampai di bibir gua saja. untuk jalan bagus cuma klo mau ke guanya harus extra tenaga karena harus mendaki dari loket tiket ke bibir gua nya 😅😅",4.4,tempatnya bagus pelayanan ny ramah sayang kesana pas hujan deras gak fokus menikmati keindahan gua gong btw permukaan nya aja sebenernya sktr 600 m turun bibir gua berhubung pas hujan deras bibir gua jalan bagus klo guanya extra tenaga mendaki loket tiket bibir gua nya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,cocok buat kalian yang mau wisata ke goa tapi fasilitas jalan di dalem goanya udah bagus,4.4,cocok wisata goa fasilitas jalan dalem goanya udah bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Pemandangan goa bagus, parkir luas, lumayan capek jalan kaki",4.4,pemandangan goa bagus parkir luas lumayan capek jalan kaki,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"o	Bersama rombongan CARITAS, pada 28052023, kita-kita wisata ke Goa Gong di Kabupaten Pacitan, Jawa Timur.
o	Situasinya menyenangkan.
o	Harga-harga souvenir termasuk wajar.",4.4,o rombongan caritas 28052023 kitakita wisata goa gong kabupaten pacitan jawa timur o situasinya menyenangkan o hargaharga souvenir wajar,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Dulu terakhir kesini waktu SD dan takut akan masuk.. sekarang sudah usia 34. Jelajah Goa Gong,4.4,kesini sd takut masuk usia 34 jelajah goa gong,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa dengan pesona yang eksotis,4.4,goa pesona eksotis,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"beberapa kipas mati di dalam goa, saran penting jangan pakai sepatu/sendal yg tidak tahan  licin karena cukup membahayakan",4.4,kipas mati goa saran pakai sepatusendal yg tahan licin membahayakan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Yuk yang mau pesen travel wisata,siap antar Bapak&ibu kemana saja",4.4,yuk pesen travel wisatasiap bapakibu kemana,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Lumayan,4.4,lumayan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Beberapa ruangan sempit dan jalan curam, licin. Perlu senter",4.4,ruangan sempit jalan curam licin senter,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Tempat asyik cuma ga bisa sampai ke bawah karena bawa si bocil,4.4,asyik ga bawa si bocil,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Bagus dan estetik bsnget penciptaan oleh Yang Maha Kuasa,4.4,bagus estetik bsnget penciptaan maha kuasa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Amazing, Goa Gong di Bomo Punung Kab Pacitan ini memilik keistimewaan stalagtit dan stalagmit. Ditemukan 1924 oleh mbah Joyo dan mbah Noyo yang tercatat di pintu goa. Tempat semedi mereka juga ada didalam goa. Goa ini memang dipertahanman masyarakat untuk destinasi jujugan pelancong. Dibuka sejak 1971 sebenarnya pernah sohor. Bahkan sudah ditata jalannya dan kuliner serta pasarnya. Masuk goa 260 meter ini naik turun tangga cukup curam dan licin. Asyiknya stalagtit stalagmitnya seperti batu kristal dihiasi warna warni lampu. Terdiri dari 7 ruangan dan 5 sendang. Di ruang tertentu bisa dilihat stalagtit yang sudah halus mengkristal dan jika Anda pukul-pukul akan mengeluarkan bunyi seperti Gong pada gamelan. Dari pusat kota Pacitan cukup lumayan jauh 45 menit, dan halaman parkir luas. Dari parkiran di pinggir jalan raya ini anda bisa naik atau jalan kaki ojek ke pintu masuk goa berbayar 5 ribu. Dari pintu tiket seharga 20rb Anda menyusuri tangga lumayan buat pemanasan sampai mulut gua. Sebelum masuk istirahat dulu dan gunakan jasa sewa sentre dan pemandu disitu atau tukang foto yang sudah paham lokasi goa, dijamin Anda aman jalannya karena gelap. #literasyikgalih #kilasdokumenter @galih.wib",4.4,amazing goa gong bomo punung kab pacitan memilik keistimewaan stalagtit stalagmit ditemukan 1924 mbah joyo mbah noyo tercatat pintu goa semedi didalam goa goa dipertahanman masyarakat destinasi jujugan pelancong dibuka 1971 sohor ditata jalannya kuliner pasarnya masuk goa 260 meter turun tangga curam licin asyiknya stalagtit stalagmitnya batu kristal dihiasi warna warni lampu 7 ruangan 5 sendang ruang stalagtit halus mengkristal pukulpukul mengeluarkan bunyi gong gamelan pusat kota pacitan lumayan 45 menit halaman parkir luas parkiran pinggir jalan raya jalan kaki ojek pintu masuk goa berbayar 5 ribu pintu tiket seharga 20rb menyusuri tangga lumayan pemanasan mulut gua masuk istirahat jasa sewa sentre pemandu disitu tukang foto paham lokasi goa dijamin aman jalannya gelap literasyikgalih kilasdokumenter galihwib,0.6000000000000001,Positif
Kabupaten Pacitan,Jawa Timur,"Gua Gong is located near Pacitan, East Java. This cave is formed since ancient times from areas containing limestone. Water from the land above dripping through the soil crevices above the cave forms stalactites of limestone that drip down to the cave floor. Inside Gua Gong, there are several large stalagmites that have merged from tip to the bottom of the cave, indicating that this cave may be hundreds of year old.",4.4,gua gong is located near pacitan east java this cave is formed since ancient times from areas containing limestone water from the land above dripping through the soil crevices above the cave forms stalactites of limestone that drip down to the cave floor inside gua gong there are several large stalagmites that have merged from tip to the bottom of the cave indicating that this cave may be hundreds of year old,0.03696145124716553,Positif
Kabupaten Pacitan,Jawa Timur,👌👌,4.4,,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Destinasi wisata yang bagus,4.4,destinasi wisata bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Wisata alam yang cukup unik,4.4,wisata alam unik,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Tempat yang menyenangkan untuk berlibur,4.4,menyenangkan berlibur,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"View-nya bagus, cocok buat liburan bareng teman / keluarga. Banyak spot foto yang oke banget buat update sosmed :D",4.4,viewnya bagus cocok liburan bareng teman keluarga spot foto oke banget update sosmed d,0.0,Netral
Kabupaten Pacitan,Jawa Timur,👍👍👍,4.4,,0.0,Netral
Kabupaten Pacitan,Jawa Timur,sungguh istimewa,4.4,sungguh istimewa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Pemandangan goa nya bagus...
Parkiran luas .
Jarak antara parkiran mobil dan goa nya lumayan jauh .
Tapi ada ojek nya kok...

Akses menuju goa nya juga jalan lumayan jauh ..
Disarankan pakai sepatu yang tanpa hak tinggi ya kalau kesini..
Bawa air minum juga biar stamina terjaga...

Di dalam goa nya gelap dan agak licin. Harus ekstra hati²... 😌😌😌😌",4.4,pemandangan goa nya bagus parkiran luas jarak parkiran mobil goa nya lumayan ojek nya akses goa nya jalan lumayan disarankan pakai sepatu hak ya kesini bawa air minum biar stamina terjaga goa nya gelap licin ekstra hati²,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Wisata gua yg eksotis,jalan bertangga lengkap dengan pegangan tangan,panas,pengap pas tambah masuk ditengah untung ada beberapa kipas dan lampu disana,hati-hati licin tangganya karena kadang ad air yang menetes dari stalaktit dan stalakmit
Area masuk melewati jembatan dan pemandangan yang indah,ada tour guide untuk pemandu,jalan pulang dibedakan dengan jalan masuk ,ada pedagang pernak pernik,oleh oleh dsb
Toilet kotor,musola ada tapi kurang terawat
Jalan dari parkiran bis ke pintu masuk ada ojeg 5k,",4.4,wisata gua yg eksotisjalan bertangga lengkap pegangan tanganpanaspengap pas masuk ditengah untung kipas lampu disanahatihati licin tangganya kadang ad air menetes stalaktit stalakmit area masuk melewati jembatan pemandangan indahada tour guide pemandujalan pulang dibedakan jalan masuk pedagang pernak pernikoleh dsb toilet kotormusola terawat jalan parkiran bis pintu masuk ojeg 5k,-0.03333333333333333,Negatif
Kabupaten Pacitan,Jawa Timur,"Goa yang biasa di pegunungan kars.. tapi dikelola dengan baik, sehingga perekonmian masyarakat sekitar ikut maju.. parkir luas, bis besar masuk..",4.4,goa pegunungan kars dikelola perekonmian masyarakat maju parkir luas bis masuk,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Pengalaman masuk ke gua,4.4,pengalaman masuk gua,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus sih, kelamaan didalam ngap juga",4.4,bagus sih didalam ngap,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Sangat bagus buat edukasi anak2.dan juga cocok buat liburan bersama keluarga,4.4,bagus edukasi anak2dan cocok liburan keluarga,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Estetik,4.4,estetik,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Katakan tidak ! Kalau ga mau pakai jasa pemandu, jasa foto, ataupun sewa senter ...",4.4,ga pakai jasa pemandu jasa foto sewa senter,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa gong wisata paling pas buat
Santay sakaligus membuang rasa jenuh
👍👍💪💪👌",4.4,goa gong wisata pas santay sakaligus membuang jenuh,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Tempat yg bagus untuk belajar,4.4,yg bagus belajar,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Sip,4.4,sip,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Keren,4.4,keren,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Menyenangkan,4.4,menyenangkan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus,....banyak stalaktit, stalakmit yang masih utuh dan berkembang terus...",4.4,bagusbanyak stalaktit stalakmit utuh berkembang,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"ngga sanggup untuk jalan sampai ke bawah, karena hawanya yg panas, walaupun ada blower2 besar.",4.4,ngga sanggup jalan hawanya yg panas blower2,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Wouw keren pollll,4.4,wouw keren pollll,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Bagus sih tp jalanya agak.jauh.rame jika weekend,4.4,bagus sih tp jalanya agakjauhrame weekend,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa gong stalaktit yg anggun,4.4,goa gong stalaktit yg anggun,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Bagus sekali, akses searah dengan pantai klayar. Tangga sudah ada hand railnya, lampu penerangan cukup. Cuma sayang didalam goa ada beberapa blower yang mati sehingga udara terasa pengap sekali",4.4,bagus akses searah pantai klayar tangga hand railnya lampu penerangan sayang didalam goa blower mati udara pengap,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Siapkan fisik ya friends. Jalur wisata searah dengan pantai Klayar. Dari parkiran sudah ditunggu ojek dengan membayar 5000,murah sampai TPR, sebenarnya tidak jauh sekitar 300 m sampai mulut Gua, tetapi medannya naik, sampai TPR dan jalan kaki menaiki tangga 2 kali. 1 kali tangga  sekitar 10-15 anak tangga. Sesampai di Mulut gua ada pemandu dengan membayar 30 rb. Dan ada sewa senter 5 rb saja. Di dalam Gua cahaya terang dan ada Kipas angin, ada pegangan di kanan kiri, medan naik turun. Gua terdiri ada beberapa ruangan. Sesampai di dalam sangat menakjubkan ciptaan Allah, lukisan alami dari staklaktit dan staklakmit, dengan bebatuan yg berbeda, ada batu biasa, batu kristal yg gemerlap warna putih. Luar biasa maha Agung Ciptaan Allah. Dari luar bukit biasa saja. Begitu masuk seperti kerajaan.",4.4,siapkan fisik ya friends jalur wisata searah pantai klayar parkiran ditunggu ojek membayar 5000murah tpr 300 m mulut gua medannya tpr jalan kaki tangga 2 kali 1 kali tangga 1015 anak tangga mulut gua pemandu membayar 30 rb sewa senter 5 rb gua cahaya terang kipas angin pegangan kanan kiri medan turun gua ruangan menakjubkan ciptaan allah lukisan alami staklaktit staklakmit bebatuan yg berbeda batu batu kristal yg gemerlap warna putih maha agung ciptaan allah bukit masuk kerajaan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Susunan stalagmid jutaan tahun yg mengendap di dalam goa...untuk pengunjung yg kurang sehat sebaiknya jangan masih ke dalam karna harus menyusuri tangga naik turun yg curam dan agak licin pada titik tertentu..,4.4,susunan stalagmid jutaan yg mengendap goauntuk pengunjung yg sehat karna menyusuri tangga turun yg curam licin titik,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"MasyaAllah, ga berhenti kami mengagumi salah satu ciptaan Allah.. alhamdulillah sudah sampai ketempat ini, meskipun sekali tapi sudah sangat bersyukur. Semua terjaga dgn baik, masyarakat sekitar bisa mendapatkan nafkah juga dr adanya goa gong..",4.4,masyaallah ga berhenti mengagumi salah ciptaan allah alhamdulillah ketempat bersyukur terjaga dgn masyarakat nafkah dr goa gong,0.0,Netral
Kabupaten Pacitan,Jawa Timur,jangan ajak anak kecil bahaya.udara di dlm pengap.tiket lumayan mahal 20000 rb dewasa anak 5 rb.,4.4,ajak anak bahayaudara dlm pengaptiket lumayan mahal 20000 rb dewasa anak 5 rb,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"The cave system is very magnificent, all the stones and crystals that made from condensation processes is immaculate, gotta visit yourself and find out how cool this cave was, if u ever goes here bring ur flashslight, a sandals or shoes which have grip on it, cause everything is wet inside, and bring ur portable fan cause its hot inside",4.4,the cave system is very magnificent all the stones and crystals that made from condensation processes is immaculate got ta visit yourself and find out how cool this cave was if u ever goes here bring ur flashslight a sandals or shoes which have grip on it cause everything is wet inside and bring ur portable fan cause its hot inside,0.375,Positif
Kabupaten Pacitan,Jawa Timur,"Goa nya bagus sih, tapi sekarang tidak serame dulu, sudah agak sepi..
Tempat cukup terawat, fasilitas toilet, mushola ada disini",4.4,goa nya bagus sih serame sepi terawat fasilitas toilet mushola,-0.03333333333333333,Negatif
Kabupaten Pacitan,Jawa Timur,"Apik    👍🏻
Tapi masuknya penuh perjuangan.... Capeek tapi puas  .. 👍🏻",4.4,apik masuknya penuh perjuangan capeek puas,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Worth to visit. It's one of unesco heritage geological site. Explore Pacitan,4.4,worth to visit its one of unesco heritage geological site explore pacitan,0.3,Positif
Kabupaten Pacitan,Jawa Timur,Bagus banget,4.4,bagus banget,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Selalu menjadi wisata rekomended saat ke pacitan. Disarankan menggunakan gojek aja daei parkiran biar ga capek mengingat banyak objek wisata yg nanti akan di datangi lagi.,4.4,wisata rekomended pacitan disarankan gojek aja daei parkiran biar ga capek objek wisata yg datangi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"goa terindah, keren banget sampai nganga liatnya, dari parkiran ada ojek 5rb wkk cuma 100 meter tapi cocok buat kaum mager jalan nanjak, tidak disarankan foto pakai hape karena flash hape ga nyampe, aku saranin foto pake kamera digital dan sebangsanya yg flashnya kuat biar keliatan keindahan goanya, aku saranin juga bawa senter yg terang karena senter sewa 5rb yg di goa ga terang 😑",4.4,goa terindah keren banget nganga liatnya parkiran ojek 5rb wkk 100 meter cocok kaum mager jalan nanjak disarankan foto pakai hape flash hape ga nyampe saranin foto pake kamera digital sebangsanya yg flashnya kuat biar keliatan keindahan goanya saranin bawa senter yg terang senter sewa 5rb yg goa ga terang,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa nya bagus, terpelihara, keren banget",4.4,goa nya bagus terpelihara keren banget,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Destinasi wisata luar biasa Indah dan menakjudkan .... Maha Karya Sang Pencipta,4.4,destinasi wisata indah menakjudkan maha karya sang pencipta,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Bagus dan ramai pengunjung,4.4,bagus ramai pengunjung,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goanya bagus. Tapi pengelolaannya  kurang.,4.4,goanya bagus pengelolaannya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Difasilitasi dgn baik untuk turun ke Goa...walau TDK ber AC.  Penjaja kipas ada dimuka pintu masuk.
Kaki/lutut kudu kuat utk menanjak atau menuruni jalan ke Goa.
Penjaja sovenir cukup banyak dan harga memadai. Dari tempat parkir tersedia Ojeg setempat.  Air di Mushola tidak memadai",4.4,difasilitasi dgn turun goawalau tdk ber ac penjaja kipas dimuka pintu masuk kakilutut kudu kuat utk menanjak menuruni jalan goa penjaja sovenir harga memadai parkir tersedia ojeg air mushola memadai,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Goa dengan stalagtit luar biasa,4.4,goa stalagtit,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Sangat cantik, hati hati jalan di tangga dalamnya",4.4,cantik hati hati jalan tangga dalamnya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa alam yang bagus, dan bagus buat olahraga... Saran saya, siapkan stamina untuk bisa menjelajahi goa ini. Karena tangganya yang cukup terjal dan lumaya  curam.

Tidak rekomen buat orang yang sudah sepuh. Tp overall, goa stalaktit yang bagus dan bagus buat destinasi wisata edukasi.",4.4,goa alam bagus bagus olahraga saran siapkan stamina menjelajahi goa tangganya terjal lumaya curam rekomen orang sepuh tp overall goa stalaktit bagus bagus destinasi wisata edukasi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Dari parkiran ke jln masuk goa ngojek 5rb/motor
Tapi pas plgnya mw ngojek pada g mw ..pdhal ngojeknya untuk ibuk sya yg udah tua g kuat jln🥹

Untuk tempat wisatanya keren...didlm goa bagus banget.",4.4,parkiran jln masuk goa ngojek 5rbmotor pas plgnya mw ngojek g mw pdhal ngojeknya ibuk sya yg udah tua g kuat jln wisatanya kerendidlm goa bagus banget,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Beautiful cave you should visit,4.4,beautiful cave you should visit,0.85,Positif
Kabupaten Pacitan,Jawa Timur,alami,4.4,alami,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Pertama kali kesini setelah sekian tahun sudah menjadi wisata populer khususnya di pacitan. Akses sangat mudah dicaoai karena jalan sangat mulus dan baru saja di hot mix. Tempat parkiran sangat luas khusus mobil bayar 5ribu rupiah. Tapi sangat disayangkan tempat parkir termasuk sangat jauh dari area wisata bahkan berseberangan jalan utama. Kalau mau cepat harus naik ojek bayar 5ribuan saja permotor bisa buat dia orang. Jalan sangat menanjak dan ada area tangga yang sangat banyak. Usahakan  persiapkan tenaga, air minum, kipas, dan senter HP bisa. Kalau tidak bawa bisa beli kipas harga 5ribu, bisa sewa senter, kalau mau foto ada jasa langsung jadi. Banyak stan makanan dan snack juga aksesoris baru akik yang sangat banyak. Untuk harga tiket 20ribu bagi dewasa dan anak-anak byar 5ribu saja.",4.4,kali kesini sekian wisata populer pacitan akses mudah dicaoai jalan mulus hot mix parkiran luas khusus mobil bayar 5ribu rupiah disayangkan parkir area wisata berseberangan jalan utama cepat ojek bayar 5ribuan permotor orang jalan menanjak area tangga usahakan persiapkan tenaga air minum kipas senter hp bawa beli kipas harga 5ribu sewa senter foto jasa langsung stan makanan snack aksesoris akik harga tiket 20ribu dewasa anakanak byar 5ribu,0.25,Positif
Kabupaten Pacitan,Jawa Timur,Goa yg bagus sekali ❤,4.4,goa yg bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Sangat estetik goanya, di dalam sudah diberi penerangan lampu warna warni..
Klo malas jalan dr parkiran bisa naik ojek ke halaman objek wisatanya, cukup bayar 5k",4.4,estetik goanya penerangan lampu warna warni klo malas jalan dr parkiran ojek halaman objek wisatanya bayar 5k,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"ada kenang""an yg tidak bisa terlupakan",4.4,kenangan yg terlupakan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Kesini saat weekdays jadi sepi
anak2 bisa explor dan senang bisa masuk goa untuk pertama kali.
parkir dibawah, kl capek jalan ke atas bisa naik ojek 5k/motor
ada tukang foto juga yang bisa ngarahin dan jelasin batu2.
untuk air flow didalam goa agar diperhatian atau ditambah kipasnya, panas dan lembab didlm goa.",4.4,kesini weekdays sepi anak2 explor senang masuk goa kali parkir dibawah kl capek jalan ojek 5kmotor tukang foto ngarahin jelasin batu2 air flow didalam goa diperhatian ditambah kipasnya panas lembab didlm goa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Goa yg keren, menjadi ikonnya Pacitan, klo belum berkunjung ke Goa Gong, brarti dinyatakan belum pernah ke Pacitan",4.4,goa yg keren ikonnya pacitan klo berkunjung goa gong brarti dinyatakan pacitan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Amazing....,4.4,amazing,0.6000000000000001,Positif
Kabupaten Pacitan,Jawa Timur,"Goa nya bagus, tapi sangat disayangkan banyak fans barca disini",4.4,goa nya bagus disayangkan fans barca,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"saya sgt terkecoh sama omongan ""nanti filenya saya kirim lewat doc ya mba"" tapi nyatanya tidakkkkkkkkkkk

ini gimana para photografer nya kok perlakuan nya jelek sekaliii.
intinya jangan percaya sama mulut manisnya para photografer yang ada di dalam goaa, dan saat ambil hasil fotonya",4.4,sgt terkecoh omongan filenya kirim doc ya mba tidakkkkkkkkkkk gimana photografer nya perlakuan nya jelek sekaliii intinya percaya mulut manisnya photografer goaa ambil hasil fotonya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Masha Alloh,, Alhamdulillah selalu bersyukur dan berterima kasih kepada penguasa Alam Semesta.
Tadabbur alam...
Menelusuri Goa Gong Pacitan yang sangat salam.... Whuih luar biasa bagusnya di dalamnya😍😍😍.",4.4,masha alloh alhamdulillah bersyukur berterima kasih penguasa alam semesta tadabbur alam menelusuri goa gong pacitan salam whuih bagusnya dalamnya,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Kami pergi di tengah pekan. Tidak terlalu ramai. Tidak ada yang lain selain melihat stalaktit dan stalakmit. Parkir mobil tidak bisa langsung ke area goa gong. Tidak perlu naik ojek, karena tidak terlalu jauh dari tempat parkir. Buat yang tidak betah tempat pengap dan gelap, mungkin tidak cocok untuk wisata di sini.",4.4,pergi pekan ramai stalaktit stalakmit parkir mobil langsung area goa gong ojek parkir betah pengap gelap cocok wisata,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Wisata yg bagus, tapi tidak disarankan untuk Lansia, sebab jalanan yg dituju banyak menanjak, dan tangga naik serta turun...",4.4,wisata yg bagus disarankan lansia jalanan yg dituju menanjak tangga turun,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Ciptaan Tuhan yg indah,4.4,ciptaan tuhan yg indah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Situs geopark yang luar biasa,4.4,situs geopark,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Hari kerja lumayan longgar, goa serasa milik pribadi.🤙",4.4,kerja lumayan longgar goa serasa milik pribadi,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Berkali kali kesana,,dan selalu bawa rombongan lebih dari 1 bus besar",4.4,berkali kali kesanadan bawa rombongan 1 bus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Bagus.....,4.4,bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Banyak sekali yg jualan kipas atau senter didepan goa. Sebenarnya gak perlu beli, karena di dalam goa ga gerah dan banyak pencahayaan juga kok.
Goanya yaa biasa saja, seperti goa hehe.
Awalnya saya terkecoh dengan orang2 yg mengaku fotografer katanya kameranya lebih bagus kalau foto dalam goa. Tapi ternyata zonkk banget hasil cetaknya, hasilnya beneran jelek. Jangan mau yaa kalau ditawari foto.",4.4,yg jualan kipas senter didepan goa gak beli goa ga gerah pencahayaan goanya yaa goa hehe terkecoh orang2 yg mengaku fotografer kameranya bagus foto goa zonkk banget hasil cetaknya hasilnya beneran jelek yaa ditawari foto,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Menurut saya tempat nya biasa aja, dan tidak cocok untuk anak kecil, apalagi jalan untuk menelusuri dalam gua nya sangat licin, jadi bagi yang takut ketinggian tidak direkomendasikan
Saran bagi yang mau ke sini, jarak antara tempat parkir ke wisata gua, sangat dekat cuma sedikit menanjak",4.4,nya aja cocok anak jalan menelusuri gua nya licin takut ketinggian direkomendasikan saran jarak parkir wisata gua menanjak,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Kalau mau masuk gua usahakan bawa senter yang terang ya,, atau juga bisa sewa disana",4.4,masuk gua usahakan bawa senter terang ya sewa disana,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Masih sama, tidak ada yg berubah. Kesana weekday jd sepi penjual",4.4,yg berubah kesana weekday jd sepi penjual,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Didalam goa sudah bagus, sudah ada blower udara dan cukup lampu penerangan",4.4,didalam goa bagus blower udara lampu penerangan,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Bagus,4.4,bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Jalan nya bagus,4.4,jalan nya bagus,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Mohon bisa dibantu kontak person di gua gong,4.4,mohon dibantu kontak person gua gong,0.0,Netral
Kabupaten Pacitan,Jawa Timur,Visit here,4.4,visit here,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"Suasana gelap meski ada lampu lampu pendukung, perlu difikirkan untuk tambahan safety, khusus bagi orangtua/lansia sebaiknya tidak masuk ke goa.",4.4,suasana gelap lampu lampu pendukung difikirkan tambahan safety khusus orangtualansia masuk goa,0.0,Netral
Kabupaten Pacitan,Jawa Timur,sungguh indah ciptaan Allah.,4.4,sungguh indah ciptaan allah,0.0,Netral
Kabupaten Pacitan,Jawa Timur,"biasa aja, sepi, tiket tidak sesuai",4.4,aja sepi tiket sesuai,0.0,Netral
